Source,Target,Weight,Type
Pascal.Tesson,Blanchardb,1,Directed
Ultraexactzz,Blanchardb,1,Directed
Beeblebrox,Blanchardb,1,Directed
Willking1979,Blanchardb,1,Directed
Graeme Bartlett,Blanchardb,1,Directed
HJ Mitchell,Blanchardb,1,Directed
Shadowjams,Blanchardb,1,Directed
Aaroncrick,Blanchardb,1,Directed
Wehwalt,Blanchardb,1,Directed
Ajbpearce,Blanchardb,1,Directed
PhilKnight,Blanchardb,1,Directed
MichaelQSchmidt,Blanchardb,1,Directed
VernoWhitney,Blanchardb,1,Directed
Drmies,Blanchardb,1,Directed
Ironholds,Blanchardb,1,Directed
GB fan,Blanchardb,1,Directed
Tanthalas39,Blanchardb,1,Directed
White Shadows,Blanchardb,1,Directed
AniMate,Blanchardb,1,Directed
Ret.Prof,Blanchardb,1,Directed
Pdcook,Blanchardb,1,Directed
Lectonar,Blanchardb,1,Directed
Polargeo,Blanchardb,1,Directed
Jusdafax,Blanchardb,1,Directed
Accounting4Taste,Blanchardb,1,Directed
A Stop at Willoughby,Blanchardb,1,Directed
Mkativerata,Blanchardb,-1,Directed
Fastily,Blanchardb,-1,Directed
Jclemens,Blanchardb,-1,Directed
Kraftlos,Blanchardb,-1,Directed
WereSpielChequers,Blanchardb,-1,Directed
Rami R,Blanchardb,-1,Directed
Pantherskin,Blanchardb,-1,Directed
Atama,Blanchardb,-1,Directed
Warrah,Blanchardb,-1,Directed
Collect,Blanchardb,-1,Directed
SoWhy,Blanchardb,-1,Directed
Wisdom89,Blanchardb,-1,Directed
DGG,Blanchardb,-1,Directed
Hobit,Blanchardb,-1,Directed
Guest9999,Blanchardb,-1,Directed
,Blanchardb,-1,Directed
Doc Quintana,Blanchardb,-1,Directed
Leaky caldron,Blanchardb,-1,Directed
BLGM5,Blanchardb,-1,Directed
Taelus,Blanchardb,-1,Directed
Belovedfreak,Blanchardb,-1,Directed
BigDom,Blanchardb,-1,Directed
Colonel Warden,Blanchardb,-1,Directed
MuZemike,Blanchardb,-1,Directed
Pilif12p,Blanchardb,-1,Directed
DarkFalls,Blanchardb,-1,Directed
Axl,Blanchardb,-1,Directed
Laurinavicius,Blanchardb,-1,Directed
Pohta ce-am pohtit,Blanchardb,-1,Directed
Ajraddatz,Blanchardb,-1,Directed
ArcAngel,Blanchardb,-1,Directed
Bearian,Blanchardb,-1,Directed
Phantomsteve,Blanchardb,-1,Directed
Explicit,Blanchardb,-1,Directed
Boing! said Zebedee,Blanchardb,-1,Directed
MWOAP,Blanchardb,-1,Directed
TTTSNB,Blanchardb,-1,Directed
Pepperpiggle,Blanchardb,-1,Directed
Pilif12p,Bobby122,-1,Directed
Secret,Bobby122,-1,Directed
Mono,Bobby122,-1,Directed
Anowlin,Bobby122,-1,Directed
MC10,BuickCenturyDriver,-1,Directed
Matty the Damned,BuickCenturyDriver,-1,Directed
Mono,BuickCenturyDriver,-1,Directed
IGeMiNix,BuickCenturyDriver,-1,Directed
Fastily,BuickCenturyDriver,-1,Directed
Townlake,BuickCenturyDriver,-1,Directed
Nikkimaria,BuickCenturyDriver,-1,Directed
Salvio giuliano,BuickCenturyDriver,-1,Directed
Gfoley4,BuickCenturyDriver,-1,Directed
TTTSNB,BuickCenturyDriver,-1,Directed
Courcelles,BuickCenturyDriver,-1,Directed
BuickCenturyDriver,BuickCenturyDriver,-1,Directed
Steven Walling,Cgoodwin,1,Directed
Richardcavell,Cgoodwin,1,Directed
Mkativerata,Cgoodwin,1,Directed
Peripitus,Cgoodwin,1,Directed
Jmh649,Cgoodwin,1,Directed
WereSpielChequers,Cgoodwin,1,Directed
Ceranthor,Cgoodwin,1,Directed
White Shadows,Cgoodwin,1,Directed
Diego Grez,Cgoodwin,1,Directed
Hiberniantears,Cgoodwin,1,Directed
RegentsPark,Cgoodwin,1,Directed
Iridescent,Cgoodwin,1,Directed
Acps110,Cgoodwin,1,Directed
Courcelles,Cgoodwin,1,Directed
PeterSymonds,Cgoodwin,1,Directed
Antandrus,Cgoodwin,1,Directed
David Ludwig,Cgoodwin,1,Directed
Ucucha,Cgoodwin,1,Directed
Aiken drum,Cgoodwin,1,Directed
The Hero of This Nation,Cgoodwin,1,Directed
AlexiusHoratius,Cgoodwin,1,Directed
Andrensath,Cgoodwin,1,Directed
Dwayne,Cgoodwin,1,Directed
Ktr101,Cgoodwin,1,Directed
Vejvančický,Cgoodwin,1,Directed
FD,Cgoodwin,1,Directed
Mr. IP,Cgoodwin,1,Directed
Minimac,Cgoodwin,1,Directed
HJ Mitchell,Cgoodwin,1,Directed
Espresso Addict,Cgoodwin,1,Directed
Dana boomer,Cgoodwin,1,Directed
Ret.Prof,Cgoodwin,1,Directed
Derild4921,Cgoodwin,1,Directed
FeydHuxtable,Cgoodwin,1,Directed
Harthacnut,Cgoodwin,1,Directed
Montanabw,Cgoodwin,1,Directed
Casliber,Cgoodwin,1,Directed
GB fan,Cgoodwin,1,Directed
J04n,Cgoodwin,1,Directed
WFCforLife,Cgoodwin,-1,Directed
Kayau,Cgoodwin,-1,Directed
Pdcook,Cgoodwin,-1,Directed
Salvio giuliano,Cgoodwin,-1,Directed
Access Denied,Cgoodwin,-1,Directed
Paralympiakos,Cgoodwin,-1,Directed
Fetchcomms,Cgoodwin,-1,Directed
MC10,Cgoodwin,-1,Directed
Extransit,Cgoodwin,-1,Directed
Doc Quintana,Cgoodwin,-1,Directed
Avenged Eightfold,Cgoodwin,-1,Directed
Download,Cgoodwin,-1,Directed
Allmightyduck,Cgoodwin,-1,Directed
Hi878,Cgoodwin,-1,Directed
Reyk,Cgoodwin,-1,Directed
Rje,Cgoodwin,-1,Directed
Jclemens,Cgoodwin,-1,Directed
Shadowjams,Cgoodwin,-1,Directed
Gonzonoir,Cgoodwin,-1,Directed
Ged UK,Cgoodwin,-1,Directed
RP459,Cgoodwin,-1,Directed
Codf1977,Cgoodwin,-1,Directed
Shawn in Montreal,Cgoodwin,-1,Directed
Grondemar,Cgoodwin,-1,Directed
Badger Drink,Cgoodwin,-1,Directed
Vodello,Cgoodwin,-1,Directed
Pedro,Cgoodwin,-1,Directed
Heymid,Cgoodwin,-1,Directed
Excirial,Cgoodwin,-1,Directed
Jusdafax,Cgoodwin,-1,Directed
RadManCF,Cgoodwin,-1,Directed
Taelus,Cgoodwin,-1,Directed
Department of Redundancy Department,Cgoodwin,-1,Directed
Atama,Cgoodwin,-1,Directed
Beeblebrox,Cgoodwin,-1,Directed
Robofish,Cgoodwin,-1,Directed
Esteffect,Cgoodwin,-1,Directed
Cirt,Cgoodwin,-1,Directed
Bydand,Cgoodwin,-1,Directed
Jmlk17,Cgoodwin,-1,Directed
EdEColbert,Cgoodwin,-1,Directed
Jimmy Pitt,Cgoodwin,-1,Directed
EyeSerene,Cgoodwin,-1,Directed
Mlpearc,Cgoodwin,-1,Directed
Derild4921,Checker Fred,-1,Directed
Mkativerata,Checker Fred,-1,Directed
Fetchcomms,Checker Fred,-1,Directed
The Utahraptor,Checker Fred,-1,Directed
Begoon,Checker Fred,-1,Directed
Salvio giuliano,Checker Fred,-1,Directed
Ginbot86,Checker Fred,-1,Directed
Ronhjones,Checker Fred,-1,Directed
Bahamut0013,Cliffmore,-1,Directed
Phantomsteve,Cliffmore,-1,Directed
Pharaoh of the Wizards,Cliffmore,-1,Directed
Marlith,Connormah,1,Directed
Ktr101,Connormah,1,Directed
Coldplay Expert,Connormah,1,Directed
Ret.Prof,Connormah,1,Directed
Blargh29,Connormah,1,Directed
Pharaoh of the Wizards,Connormah,1,Directed
A Nobody,Connormah,1,Directed
Minimac94,Connormah,1,Directed
PhilKnight,Connormah,1,Directed
Wehwalt,Connormah,1,Directed
Multixfer,Connormah,1,Directed
Smithers7,Connormah,1,Directed
Buggie111,Connormah,1,Directed
Sodacan,Connormah,1,Directed
Shirik,Connormah,-1,Directed
Mkativerata,Connormah,-1,Directed
RP459,Connormah,-1,Directed
Cirt,Connormah,-1,Directed
Pgallert,Connormah,-1,Directed
Stifle,Connormah,-1,Directed
Polargeo,Connormah,-1,Directed
TTTSNB,Connormah,-1,Directed
Fetchcomms,Connormah,-1,Directed
Throwaway85,Connormah,-1,Directed
HJ Mitchell,Connormah,-1,Directed
MrRadioGuy,Connormah,-1,Directed
Jclemens,Connormah,-1,Directed
Ajraddatz,Connormah,-1,Directed
Coffee,Connormah,-1,Directed
Plutonium27,Connormah,-1,Directed
MWOAP,Connormah,-1,Directed
Laurinavicius,Connormah,-1,Directed
Aiken drum,Connormah,-1,Directed
Wifione,Connormah,1,Directed
Ceranthor,Connormah,1,Directed
MC10,Connormah,1,Directed
Minimac,Connormah,1,Directed
Wehwalt,Connormah,1,Directed
Fastily,Connormah,1,Directed
Jarkeld,Connormah,1,Directed
HJ Mitchell,Connormah,1,Directed
Wisdom89,Connormah,1,Directed
PhilKnight,Connormah,1,Directed
Andromedabluesphere440,Connormah,1,Directed
Pichpich,Connormah,1,Directed
TFOWR,Connormah,1,Directed
Boing! said Zebedee,Connormah,1,Directed
RP459,Connormah,1,Directed
Juliancolton,Connormah,1,Directed
SarekOfVulcan,Connormah,1,Directed
Tim Song,Connormah,1,Directed
Mkativerata,Connormah,1,Directed
Soap,Connormah,1,Directed
Fbifriday,Connormah,1,Directed
NSD,Connormah,1,Directed
Mono,Connormah,1,Directed
Jusdafax,Connormah,1,Directed
Keegan,Connormah,1,Directed
Ktr101,Connormah,1,Directed
Fridae'sDoom,Connormah,1,Directed
Richwales,Connormah,1,Directed
Joe Decker,Connormah,1,Directed
GB fan,Connormah,1,Directed
Floul1,Connormah,1,Directed
Vipinhari,Connormah,1,Directed
WFCforLife,Connormah,1,Directed
Beeblebrox,Connormah,1,Directed
Begoon,Connormah,1,Directed
The High Fin Sperm Whale,Connormah,1,Directed
khfan93,Connormah,1,Directed
Orphan Wiki,Connormah,1,Directed
Reyk,Connormah,1,Directed
Coasterlover1994,Connormah,1,Directed
Townlake,Connormah,1,Directed
Rahulchoudhary003,Connormah,1,Directed
Herostratus,Connormah,1,Directed
Tryptofish,Connormah,1,Directed
Immunize,Connormah,1,Directed
Access Denied,Connormah,1,Directed
Ottawa4ever,Connormah,1,Directed
Aiken drum,Connormah,1,Directed
Pedro,Connormah,1,Directed
Tide rolls,Connormah,1,Directed
Ginbot86,Connormah,1,Directed
Mikhailov Kusserow,Connormah,1,Directed
Francium12,Connormah,1,Directed
JMS Old Al,Connormah,1,Directed
Brewcrewer,Connormah,1,Directed
Kansan,Connormah,1,Directed
Hobit,Connormah,1,Directed
Throwaway85,Connormah,1,Directed
The ed17,Connormah,1,Directed
Davewild,Connormah,1,Directed
neo12345292,Connormah,1,Directed
SlimVirgin,Connormah,1,Directed
Jonathunder,Connormah,1,Directed
AlexiusHoratius,Connormah,1,Directed
FeydHuxtable,Connormah,1,Directed
Mlpearc Public,Connormah,1,Directed
WereSpielChequers,Connormah,1,Directed
Notedgrant,Connormah,1,Directed
Pilif12p,Connormah,1,Directed
Sonia,Connormah,1,Directed
Tyrol5,Connormah,1,Directed
wiooiw,Connormah,1,Directed
Ironholds,Connormah,1,Directed
CT Cooper,Connormah,1,Directed
The Blade of the Northern Lights,Connormah,1,Directed
Barryob,Connormah,1,Directed
MarmadukePercy,Connormah,1,Directed
Bejinhan,Connormah,1,Directed
Candlewicke,Connormah,1,Directed
Lear's Fool,Connormah,1,Directed
Mazca,Connormah,1,Directed
Maximillion Pegasus,Connormah,1,Directed
SluggoOne,Connormah,1,Directed
Master&Expert,Connormah,1,Directed
Basket of Puppies,Connormah,1,Directed
I-20,Connormah,1,Directed
TTTSNB,Connormah,1,Directed
Bart133,Connormah,1,Directed
Salvio giuliano,Connormah,-1,Directed
Plutonium27,Connormah,-1,Directed
Kudpung,Connormah,-1,Directed
Vodello,Connormah,-1,Directed
Fetchcomms,Connormah,-1,Directed
Diego Grez,Connormah,-1,Directed
Regancy42,Connormah,-1,Directed
Airplaneman,Connormah,-1,Directed
BigDom,Connormah,-1,Directed
Modernist,Connormah,-1,Directed
Decltype,Connormah,-1,Directed
NuclearWarfare,Connormah,-1,Directed
Nsk92,Connormah,-1,Directed
Shadowjams,Connormah,-1,Directed
Tommy2010,Connormah,-1,Directed
Espresso Addict,Connormah,-1,Directed
Jack,Connormah,-1,Directed
Groomtech,Connormah,-1,Directed
Sandstein,Connormah,-1,Directed
Drmies,Connormah,-1,Directed
AniMate,Connormah,-1,Directed
C628,Connormah,-1,Directed
Kayau,Connormah,-1,Directed
Doc Quintana,Connormah,-1,Directed
Swarm,Connormah,-1,Directed
Cube lurker,Connormah,-1,Directed
Malleus Fatuorum,Connormah,-1,Directed
Claritas,Connormah,-1,Directed
MuZemike,Connormah,-1,Directed
DarkFalls,Connormah,-1,Directed
Hiberniantears,Crotalus horridus,1,Directed
Ret.Prof,Crotalus horridus,1,Directed
Shereth,Crotalus horridus,1,Directed
Nihonjoe,Crotalus horridus,1,Directed
Beeblebrox,Crotalus horridus,-1,Directed
Atama,Crotalus horridus,-1,Directed
Polargeo,Crotalus horridus,-1,Directed
Kraftlos,Crotalus horridus,-1,Directed
Boing! said Zebedee,Crotalus horridus,-1,Directed
Tryptofish,Crotalus horridus,-1,Directed
Mkativerata,Crotalus horridus,-1,Directed
Bradjamesbrown,Crotalus horridus,-1,Directed
Fox,Crotalus horridus,-1,Directed
Cirt,Crotalus horridus,-1,Directed
Jusdafax,Crotalus horridus,-1,Directed
Pedro,Crotalus horridus,-1,Directed
Fetchcomms,Crotalus horridus,-1,Directed
Minimac,Crotalus horridus,-1,Directed
MWOAP,Crotalus horridus,-1,Directed
Fastily,Crotalus horridus,-1,Directed
NSD,Crotalus horridus,-1,Directed
Laurinavicius,Crotalus horridus,-1,Directed
Rje,Crotalus horridus,-1,Directed
Ronhjones,Crotalus horridus,-1,Directed
Shirik,Crotalus horridus,-1,Directed
Plutonium27,Crotalus horridus,-1,Directed
Connormah,Crotalus horridus,-1,Directed
Radiantenergy,Crotalus horridus,-1,Directed
Aiken drum,Crotalus horridus,-1,Directed
Beeblebrox,Curtis23,-1,Directed
,Curtis23,-1,Directed
Fences and windows,Curtis23,-1,Directed
Anthony.bradbury,Curtis23,-1,Directed
George The Dragon,Curtis23,-1,Directed
WereSpielChequers,Curtis23,-1,Directed
Coldplay Expert,Curtis23,-1,Directed
Bradjamesbrown,Curtis23,-1,Directed
Pilif12p,Danielspencer91,-1,Directed
Courcelles,Danielspencer91,-1,Directed
Sonia,Danielspencer91,-1,Directed
Leyo,Danielspencer91,-1,Directed
ErikHaugen,Danielspencer91,-1,Directed
Salvio giuliano,Danielspencer91,-1,Directed
Fastily,Danielspencer91,-1,Directed
MC10,Danielspencer91,-1,Directed
Bejinhan,Danielspencer91,-1,Directed
Armbrust,Darth Stabro,1,Directed
28bytes,Darth Stabro,-1,Directed
Elen of the Roads,Darth Stabro,-1,Directed
Korruski,Darth Stabro,-1,Directed
Jimmy Pitt,Darth Stabro,-1,Directed
Boing! said Zebedee,Darth Stabro,-1,Directed
TaerkastUA,Darth Stabro,-1,Directed
Sphilbrick,Darth Stabro,-1,Directed
N5iln,Darth Stabro,-1,Directed
Cirt,Darth Stabro,-1,Directed
Pharaoh of the Wizards,Darth Stabro,-1,Directed
Lothar von Richthofen,Darth Stabro,-1,Directed
Krashlandon,Darth Stabro,-1,Directed
Avenged Eightfold,ddbruce,-1,Directed
Mauler90,ddbruce,-1,Directed
Reconsider the static,ddbruce,-1,Directed
Jarkeld,ddbruce,-1,Directed
Blanchardb,ddbruce,-1,Directed
Dwayne,ddbruce,-1,Directed
Beeblebrox,ddbruce,-1,Directed
Cirt,ddbruce,-1,Directed
Access Denied,ddbruce,-1,Directed
Pilif12p,DeltaQuad,1,Directed
N5iln,DeltaQuad,1,Directed
Airplaneman,DeltaQuad,1,Directed
Ktr101,DeltaQuad,1,Directed
Fetchcomms,DeltaQuad,1,Directed
Hi878,DeltaQuad,1,Directed
Lawrencekhoo,DeltaQuad,1,Directed
Andrensath,DeltaQuad,1,Directed
My76Strat,DeltaQuad,1,Directed
MC10,DeltaQuad,1,Directed
White Shadows,DeltaQuad,1,Directed
Bejinhan,DeltaQuad,1,Directed
Access Denied,DeltaQuad,1,Directed
Begoon,DeltaQuad,1,Directed
Richwales,DeltaQuad,1,Directed
Casliber,DeltaQuad,1,Directed
Richardcavell,DeltaQuad,1,Directed
Keegan,DeltaQuad,1,Directed
Leyo,DeltaQuad,1,Directed
AlexandrDmitri,DeltaQuad,1,Directed
Hokeman,DeltaQuad,1,Directed
FeydHuxtable,DeltaQuad,1,Directed
Ceranthor,DeltaQuad,1,Directed
Atama,DeltaQuad,1,Directed
Bearian,DeltaQuad,1,Directed
RP459,DeltaQuad,1,Directed
Mlpearc,DeltaQuad,1,Directed
Jamesofur,DeltaQuad,1,Directed
Dwayne,DeltaQuad,1,Directed
The Blade of the Northern Lights,DeltaQuad,1,Directed
Daven200520,DeltaQuad,1,Directed
Allmightyduck,DeltaQuad,1,Directed
Literaturegeek,DeltaQuad,1,Directed
Soap,DeltaQuad,1,Directed
Acather96,DeltaQuad,1,Directed
Hammersoft,DeltaQuad,1,Directed
Editorofthewiki,DeltaQuad,1,Directed
Aiken drum,DeltaQuad,1,Directed
Eagles247,DeltaQuad,1,Directed
Ret.Prof,DeltaQuad,1,Directed
Protonk,DeltaQuad,1,Directed
CT Cooper,DeltaQuad,1,Directed
Robofish,DeltaQuad,1,Directed
Thparkth,DeltaQuad,1,Directed
Anowlin,DeltaQuad,1,Directed
Pichpich,DeltaQuad,1,Directed
BD2412,DeltaQuad,1,Directed
Stifle,DeltaQuad,1,Directed
Connormah,DeltaQuad,1,Directed
Hobit,DeltaQuad,1,Directed
Ottawa4ever,DeltaQuad,1,Directed
OlEnglish,DeltaQuad,1,Directed
Deliriousandlost,DeltaQuad,1,Directed
Avicennasis,DeltaQuad,1,Directed
Reyk,DeltaQuad,1,Directed
Gordonrox24,DeltaQuad,1,Directed
Inka 888,DeltaQuad,1,Directed
DARTH SIDIOUS 2,DeltaQuad,1,Directed
Fr33kman,DeltaQuad,1,Directed
Jusdafax,DeltaQuad,1,Directed
Netalarm,DeltaQuad,1,Directed
Sjakkalle,DeltaQuad,1,Directed
Polargeo,DeltaQuad,1,Directed
Dylandlima,DeltaQuad,1,Directed
wiooiw,DeltaQuad,1,Directed
Kraftlos,DeltaQuad,-1,Directed
Courcelles,DeltaQuad,-1,Directed
Pointillist,DeltaQuad,-1,Directed
Salvio giuliano,DeltaQuad,-1,Directed
Diego Grez,DeltaQuad,-1,Directed
Secret,DeltaQuad,-1,Directed
Townlake,DeltaQuad,-1,Directed
Kudpung,DeltaQuad,-1,Directed
Shadowjams,DeltaQuad,-1,Directed
Reconsider the static,DeltaQuad,-1,Directed
Espresso Addict,DeltaQuad,-1,Directed
WFCforLife,DeltaQuad,-1,Directed
HJ Mitchell,DeltaQuad,-1,Directed
Mike Cline,DeltaQuad,-1,Directed
BigDom,DeltaQuad,-1,Directed
Karanacs,DeltaQuad,-1,Directed
Vodello,DeltaQuad,-1,Directed
Malleus Fatuorum,DeltaQuad,-1,Directed
Snottywong,DeltaQuad,-1,Directed
Cirt,DeltaQuad,-1,Directed
Fastily,DeltaQuad,-1,Directed
Truthkeeper88,DeltaQuad,-1,Directed
Racepacket,DeltaQuad,-1,Directed
Smallman12q,DeltaQuad,-1,Directed
Minimac,DeltaQuad,-1,Directed
Tommy2010,DeltaQuad,-1,Directed
Mkativerata,DeltaQuad,-1,Directed
Davewild,DeltaQuad,-1,Directed
BritishWatcher,DeltaQuad,-1,Directed
Jmlk17,DeltaQuad,-1,Directed
FD,DeltaQuad,-1,Directed
Artem Karimov,DeltaQuad,-1,Directed
Pookeo9,DeltaQuad,-1,Directed
Pgallert,DeltaQuad,-1,Directed
Giants27,Dr Dec,1,Directed
Throwaway85,Dr Dec,1,Directed
FeydHuxtable,Dr Dec,1,Directed
RP459,Dr Dec,1,Directed
HJ Mitchell,Dr Dec,1,Directed
Nsk92,Dr Dec,1,Directed
Ottawa4ever,Dr Dec,1,Directed
Athaenara,Dr Dec,1,Directed
ChildofMidnight,Dr Dec,1,Directed
RMHED,Dr Dec,-1,Directed
Juliancolton,Dr Dec,-1,Directed
GlassCobra,Dr Dec,-1,Directed
Wisdom89,Dr Dec,-1,Directed
Useight,Dr Dec,-1,Directed
Gigs,Dr Dec,-1,Directed
Fastily,Dr Dec,-1,Directed
Coffee,Dr Dec,-1,Directed
Bradjamesbrown,Dr Dec,-1,Directed
Cirt,Dr Dec,-1,Directed
TreasuryTag,Dr Dec,-1,Directed
Richardcavell,Dr Dec,-1,Directed
TheWeakWilled,Dr Dec,-1,Directed
Soap,Dr Dec,-1,Directed
Tanthalas39,Dr Dec,-1,Directed
Cargoking,Dr Dec,-1,Directed
Mkativerata,Dr Dec,-1,Directed
Iridescent,Dr Dec,-1,Directed
Unionhawk,Dr Dec,-1,Directed
DC,Dr Dec,-1,Directed
Fetchcomms,Dr Dec,-1,Directed
ArcAngel,Dr Dec,-1,Directed
Laurinavicius,Dr Dec,-1,Directed
South Bay,Dr Dec,-1,Directed
Abecedare,Dr Dec,-1,Directed
Atlan,Dr Dec,-1,Directed
SluggoOne,Dr Dec,-1,Directed
Phantomsteve,Dr Dec,-1,Directed
Kraftlos,Dr Dec,-1,Directed
Olaf Davis,Dr Dec,-1,Directed
Ale jrb,Dr Dec,-1,Directed
Minimac94,Dr Dec,-1,Directed
TTTSNB,Dusti,1,Directed
Fail,Dusti,1,Directed
Pilif12p,Dusti,1,Directed
Lankiveil,Dusti,1,Directed
FeydHuxtable,Dusti,1,Directed
Deliriousandlost,Dusti,1,Directed
Trusilver,Dusti,1,Directed
Korath,Dusti,-1,Directed
Mkativerata,Dusti,-1,Directed
Tuxedo junction,Dusti,-1,Directed
Soap,Dusti,-1,Directed
Aiken drum,Dusti,-1,Directed
The 888th Avatar,Dusti,-1,Directed
Wisdom89,Dusti,-1,Directed
Fastily,Dusti,-1,Directed
Atama,Dusti,-1,Directed
December21st2012Freak,Dusti,-1,Directed
Fetchcomms,Dusti,-1,Directed
Shirik,Dusti,-1,Directed
Tim Song,Dusti,-1,Directed
the ed17,Dusti,-1,Directed
RayAYang,Dusti,-1,Directed
Cirt,Dusti,-1,Directed
Banana04131,Dusti,-1,Directed
Shadowjams,Dusti,-1,Directed
Boing! said Zebedee,Dusti,-1,Directed
Urban Fox,Dusti,-1,Directed
Polargeo,Dusti,-1,Directed
Edgarde,Dusti,-1,Directed
Bali ultimate,Dusti,-1,Directed
RadManCF,Dusti,-1,Directed
NSD,Dusti,-1,Directed
Warrah,Dusti,-1,Directed
Airplaneman,Dylandlima,1,Directed
Connormah,Dylandlima,1,Directed
GB fan,Dylandlima,-1,Directed
Pdcook,Dylandlima,-1,Directed
Fastily,Dylandlima,-1,Directed
Esteffect,Dylandlima,-1,Directed
Townlake,Dylandlima,-1,Directed
MC10,Dylandlima,-1,Directed
Fetchcomms,Dylandlima,-1,Directed
Mlpearc,Dylandlima,-1,Directed
Deliriousandlost,Ecw.technoid.dweeb,1,Directed
Shirik,Ecw.technoid.dweeb,-1,Directed
Airplaneman,Ecw.technoid.dweeb,-1,Directed
Toddst1,Ecw.technoid.dweeb,-1,Directed
Mkativerata,Ecw.technoid.dweeb,-1,Directed
Fetchcomms,Ecw.technoid.dweeb,-1,Directed
Fastily,Ecw.technoid.dweeb,-1,Directed
The High Fin Sperm Whale,Ecw.technoid.dweeb,-1,Directed
Cirt,Ecw.technoid.dweeb,-1,Directed
Bwrs,Editorofthewiki,1,Directed
Malleus Fatuorum,Editorofthewiki,-1,Directed
Hi878,Editorofthewiki,-1,Directed
Toddst1,Editorofthewiki,-1,Directed
Townlake,Editorofthewiki,-1,Directed
Coasterlover1994,Editorofthewiki,-1,Directed
Avenged Eightfold,Editorofthewiki,-1,Directed
Access Denied,Editorofthewiki,-1,Directed
Andrensath,Editorofthewiki,-1,Directed
Wisdom89,Editorofthewiki,-1,Directed
Minimac,Editorofthewiki,-1,Directed
Kraftlos,Editorofthewiki,-1,Directed
Cirt,Editorofthewiki,-1,Directed
Dwayne,Editorofthewiki,-1,Directed
Reyk,Editorofthewiki,-1,Directed
Mkativerata,Endofskull,1,Directed
Bobrayner,Endofskull,1,Directed
The Utahraptor,Endofskull,1,Directed
Iridescent,Endofskull,-1,Directed
Pilif12p,Endofskull,-1,Directed
Trebor,Endofskull,-1,Directed
28bytes,Endofskull,-1,Directed
Matty the Damned,Endofskull,-1,Directed
Derild4921,Endofskull,-1,Directed
Townlake,Endofskull,-1,Directed
Fastily,Endofskull,-1,Directed
Courcelles,Endofskull,-1,Directed
Fetchcomms,Endofskull,-1,Directed
intelati,Endofskull,-1,Directed
Mono,Endofskull,-1,Directed
MC10,Endofskull,-1,Directed
Beeblebrox,Endofskull,-1,Directed
Shadowjams,Eridani,-1,Directed
Mattgirling,Eridani,-1,Directed
Boing! said Zebedee,Eridani,-1,Directed
Thesevenseas,Eridani,-1,Directed
Atlan,Eridani,-1,Directed
Salvio giuliano,Eridani,-1,Directed
QuiteUnusual,Ezekiel63745,-1,Directed
Jab843,Ezekiel63745,-1,Directed
White Shadows,Ezekiel63745,-1,Directed
28bytes,Ezekiel63745,-1,Directed
Elen of the Roads,Ezekiel63745,-1,Directed
NSD,Ezekiel63745,-1,Directed
Salvio giuliano,Ezekiel63745,-1,Directed
WereSpielChequers,Falcon8765,1,Directed
Master&Expert,Falcon8765,1,Directed
Bobrayner,Falcon8765,1,Directed
Nolelover,Falcon8765,1,Directed
Salvio giuliano,Falcon8765,1,Directed
Tommy2010,Falcon8765,1,Directed
NSD,Falcon8765,1,Directed
Allmightyduck,Falcon8765,1,Directed
Ktr101,Falcon8765,1,Directed
Dlohcierekim,Falcon8765,1,Directed
Pepper,Falcon8765,1,Directed
HJ Mitchell,Falcon8765,1,Directed
FeydHuxtable,Falcon8765,1,Directed
シ,Falcon8765,1,Directed
Bastique,Falcon8765,1,Directed
Bearian,Falcon8765,1,Directed
Ronhjones,Falcon8765,1,Directed
Hokeman,Falcon8765,1,Directed
Beeblebrox,Falcon8765,1,Directed
Hi878,Falcon8765,1,Directed
Fastily,Falcon8765,1,Directed
Ottawa4ever,Falcon8765,1,Directed
Inka 888,Falcon8765,1,Directed
Shadowjams,Falcon8765,1,Directed
Joe Gazz84,Falcon8765,1,Directed
TTTSNB,Falcon8765,1,Directed
Connormah,Falcon8765,1,Directed
Tyrol5,Falcon8765,1,Directed
Kubigula,Falcon8765,1,Directed
Train2104,Falcon8765,1,Directed
Airplaneman,Falcon8765,1,Directed
Doc Quintana,Falcon8765,1,Directed
Kingturtle,Falcon8765,1,Directed
Casliber,Falcon8765,1,Directed
Exploding Boy,Falcon8765,1,Directed
King of Hearts,Falcon8765,1,Directed
Pedro,Falcon8765,1,Directed
DARTH SIDIOUS 2,Falcon8765,1,Directed
Matty the Damned,Falcon8765,1,Directed
Tryptofish,Falcon8765,1,Directed
Ret.Prof,Falcon8765,1,Directed
Secret,Falcon8765,-1,Directed
Iridescent,Falcon8765,-1,Directed
Wisdom89,Falcon8765,-1,Directed
Mkativerata,Falcon8765,-1,Directed
